text	sentiment
another subplot involves his father's desperate attempts to force fate's hand by gambling away his life at the dog track . 	1
a distracting focus is put on alan's debt to a loan shark and the manner in which he pays it off . 	1
the movie tries too hard to make alan a likable guy . 	1
thankfully , his dream- guy persona is counterbalanced by erin's distant , yet fundamentally hopeful , personality . 	1
the film moves along at an unhurried pace , albeit too much so in the latter third , as we wait for the two to meet . 	1
co-writers anderson and lyn vaus throw a couple of possible red herrings into the mix as the two find other possible relationships . 	1
the films shifts into a much slower gear as we wait for these romances to blow over . 	1
when alan and erin eventually do meet , we see that perhaps they both were destined for each other as they share a lingering , almost subliminally knowing , gaze . 	1
it's a sweet , measured moment . 	1
the disappointment comes in the fact that we've come to know the pair , yet we don't get to view their impending romance . 	1
the film's inherent belief in the subtle persistence of fate and the wonder it can bring to one's life makes " next stop wonderland " a quiet pleasure in a cinematic landscape littered with explosions , shallow characters and overdone special effects . 	1
i'm an avid fan of the " alien " saga , so this review is obviously a tad biased ( at least i admitted it ) . 	1
of course , that doesn't mean that i'm gonna be giving this a four-star review or something , because " alien : resurrection , " the fourth film in the cool-as-hell series is not an absolutely amazing film , much like the first two were . 	1
however , it's a very good film which never fails to entertain , and consists of yet another mutation in the style of the series . 	1
in short , i had a good time . 	1
 " alien : resurrection " leaves off 200 years after the last one , where our heroine protagonist , ellen ripley ( sigourney weaver ) , the science fiction genre's answer to job , had killed herself after discovering that an alien was inside her body , waiting to pop out like it did to john hurt in the first one . 	1
of course , the last one wasn't very great or anything ( i liked it , though not as much as the first two ) , and more importantly , it wasn't financially successful ( a tawdry 55 million bucks ! ) . 	1
so back we are , with ripley back as a clone , which means we get another little satirical look at cloning ( not that that's a bad thing , but it's becoming a cliche ) . 	1
so she's cloned aboard an even more futuristic-looking ship called " the auriga " by some doctors ( including the necessary bad government guy , dr . wren , played by j . e . freeman , as well as the little-seen dr . gediman , played by none other than brad douriff ) , mainly because they have a version of her with the alien still inside her . 	1
once you get past the fact that you can't figure out where they got her blood ( although i think it might have been from the blood samples taken by charles dance in the third one ) , the film's okay . 	1
